# TGList_YSF.txt downloaded from http://www.pistar.uk/downloads/TGList_YSF.txt
# Sourced from PiStar.UK Update Server
# Please report issues at https://www.facebook.com/groups/pistarusergroup/
# File updated on Friday 9th of December 2022
00001;00001
00007;00007
00008;00008
00012;00012
00017;00017
00031;00031
00043;00043
00066;00066
00067;00067
00091;00091
00111;00111
00176;00176
00177;00177
00202;00202
00222;00222
00251;00251
00252;00252
00280;00280
00303;00303
00328;00328
00349;00349
00401;00401
00412;00412
00413;00413
00437;00437
00466;00466
00516;00516
00533;00533
00577;00577
00710;00710
00717;00717
00722;00722
00841;00841
00858;00858
00907;00907
00951;00951
00952;00952
00996;00996
01003;01003
01010;01010
01037;01037
01177;01177
01183;01183
01466;01466
01467;01467
01579;01579
01689;01689
01701;01701
01713;01713
01896;01896
01906;01906
01907;01907
01911;01911
01939;01939
02029;02029
02034;02034
02231;02231
02328;02328
02350;02350
02351;02351
02352;02352
02353;02353
02354;02354
02355;02355
02356;02356
02357;02357
02358;02358
02359;02359
02401;02401
02424;02424
02500;02500
02689;02689
02724;02724
02868;02868
02931;02931
02986;02986
03073;03073
03139;03139
03211;03211
03435;03435
03560;03560
03567;03567
03732;03732
03827;03827
03832;03832
04004;04004
04107;04107
04174;04174
04234;04234
04237;04237
04400;04400
04471;04471
04539;04539
04613;04613
04743;04743
04965;04965
05057;05057
05579;05579
05618;05618
05735;05735
06015;06015
06040;06040
06059;06059
06284;06284
06535;06535
06586;06586
06595;06595
06647;06647
06723;06723
06864;06864
06922;06922
06988;06988
07188;07188
07440;07440
07443;07443
07475;07475
07483;07483
07490;07490
07580;07580
07588;07588
07669;07669
07683;07683
07774;07774
07792;07792
07923;07923
07941;07941
07981;07981
08106;08106
08623;08623
08688;08688
08828;08828
08892;08892
09020;09020
09059;09059
09150;09150
09217;09217
09319;09319
09344;09344
09396;09396
09480;09480
09598;09598
09627;09627
09658;09658
09815;09815
09823;09823
09861;09861
10010;10010
10069;10069
10200;10200
10231;10231
10459;10459
10518;10518
10670;10670
10707;10707
10745;10745
10752;10752
10832;10832
10974;10974
11091;11091
11096;11096
11102;11102
11111;11111
11143;11143
11146;11146
11193;11193
11304;11304
11650;11650
11689;11689
11714;11714
11719;11719
11881;11881
12014;12014
12018;12018
12096;12096
12230;12230
12345;12345
12461;12461
12479;12479
12508;12508
12519;12519
12829;12829
12920;12920
13070;13070
13100;13100
13111;13111
13120;13120
13124;13124
13322;13322
13339;13339
13344;13344
13390;13390
13440;13440
13458;13458
13513;13513
13827;13827
13897;13897
13908;13908
13946;13946
14019;14019
14054;14054
14187;14187
14248;14248
14275;14275
14293;14293
14561;14561
14711;14711
14843;14843
14927;14927
15043;15043
15401;15401
15425;15425
15461;15461
15495;15495
15583;15583
15642;15642
15687;15687
15742;15742
15783;15783
15976;15976
16226;16226
16274;16274
16337;16337
16368;16368
16390;16390
16437;16437
16511;16511
16530;16530
16664;16664
16666;16666
16719;16719
16726;16726
16728;16728
16799;16799
16848;16848
16909;16909
17035;17035
17077;17077
17202;17202
17206;17206
17222;17222
17535;17535
17644;17644
17810;17810
17947;17947
17950;17950
18044;18044
18045;18045
18126;18126
18145;18145
18164;18164
18165;18165
18255;18255
18276;18276
18289;18289
18470;18470
18480;18480
18503;18503
18550;18550
18781;18781
18807;18807
18829;18829
19053;19053
19138;19138
19469;19469
19525;19525
19577;19577
19628;19628
19649;19649
19650;19650
19669;19669
19813;19813
19941;19941
19952;19952
20012;20012
20070;20070
20201;20201
20211;20211
20223;20223
20236;20236
20281;20281
20343;20343
20587;20587
20698;20698
20780;20780
20801;20801
20868;20868
20882;20882
20998;20998
21009;21009
21042;21042
21235;21235
21310;21310
21335;21335
21401;21401
21403;21403
21405;21405
21406;21406
21430;21430
21442;21442
21493;21493
21505;21505
21511;21511
21566;21566
21752;21752
21887;21887
21909;21909
21972;21972
21988;21988
22003;22003
22031;22031
22127;22127
22201;22201
22203;22203
22220;22220
22222;22222
22235;22235
22237;22237
22258;22258
22288;22288
22337;22337
22400;22400
22401;22401
22402;22402
22403;22403
22407;22407
22487;22487
22504;22504
22539;22539
22601;22601
22676;22676
22852;22852
22884;22884
23018;23018
23020;23020
23053;23053
23160;23160
23201;23201
23215;23215
23426;23426
23427;23427
23436;23436
23450;23450
23490;23490
23500;23500
23501;23501
23502;23502
23503;23503
23510;23510
23511;23511
23520;23520
23530;23530
23531;23531
23540;23540
23550;23550
23551;23551
23557;23557
23560;23560
23565;23565
23570;23570
23580;23580
23590;23590
23595;23595
23636;23636
23740;23740
23741;23741
23944;23944
23957;23957
23964;23964
24033;24033
24157;24157
24389;24389
24415;24415
24465;24465
24542;24542
24543;24543
24730;24730
24862;24862
24943;24943
24995;24995
25001;25001
25011;25011
25018;25018
25048;25048
25383;25383
25393;25393
25523;25523
25574;25574
25603;25603
25605;25605
25617;25617
25650;25650
25901;25901
25902;25902
25985;25985
26001;26001
26045;26045
26112;26112
26168;26168
26201;26201
26207;26207
26235;26235
26368;26368
26446;26446
26447;26447
26451;26451
26455;26455
26499;26499
26537;26537
26541;26541
26550;26550
26625;26625
26626;26626
26787;26787
26801;26801
26802;26802
26906;26906
26973;26973
27003;27003
27048;27048
27075;27075
27111;27111
27187;27187
27239;27239
27402;27402
27625;27625
27654;27654
27715;27715
27746;27746
27793;27793
27797;27797
27815;27815
27841;27841
28235;28235
28292;28292
28298;28298
28328;28328
28340;28340
28377;28377
28401;28401
28505;28505
28600;28600
28603;28603
28659;28659
28688;28688
28777;28777
28978;28978
29058;29058
29073;29073
29114;29114
29178;29178
29324;29324
29368;29368
29625;29625
29725;29725
29806;29806
29890;29890
29930;29930
29961;29961
30051;30051
30099;30099
30270;30270
30300;30300
30317;30317
30350;30350
30362;30362
30398;30398
30406;30406
30444;30444
30458;30458
30550;30550
30658;30658
30887;30887
30906;30906
30998;30998
31001;31001
31002;31002
31037;31037
31059;31059
31069;31069
31177;31177
31181;31181
31207;31207
31238;31238
31266;31266
31301;31301
31302;31302
31378;31378
31444;31444
31585;31585
31620;31620
31672;31672
31855;31855
31910;31910
31968;31968
31971;31971
31973;31973
31977;31977
31983;31983
32027;32027
32343;32343
32384;32384
32453;32453
32474;32474
32592;32592
32642;32642
32748;32748
32875;32875
32888;32888
33015;33015
33028;33028
33573;33573
33703;33703
33730;33730
33975;33975
34108;34108
34299;34299
34300;34300
34604;34604
34610;34610
34697;34697
34722;34722
35010;35010
35015;35015
35119;35119
35569;35569
35691;35691
35733;35733
35739;35739
35763;35763
35926;35926
35946;35946
36037;36037
36039;36039
36240;36240
36250;36250
36252;36252
36318;36318
36522;36522
36650;36650
36807;36807
36940;36940
37021;37021
37030;37030
37102;37102
37274;37274
37283;37283
37358;37358
37398;37398
37500;37500
37664;37664
37722;37722
37733;37733
37808;37808
37815;37815
37832;37832
37865;37865
38145;38145
38238;38238
38268;38268
38300;38300
38363;38363
38400;38400
38426;38426
38442;38442
38469;38469
38481;38481
38532;38532
38635;38635
38654;38654
38758;38758
38801;38801
38900;38900
39034;39034
39369;39369
39407;39407
39423;39423
39444;39444
39510;39510
39815;39815
39864;39864
39930;39930
40034;40034
40062;40062
40283;40283
40387;40387
40396;40396
40422;40422
40438;40438
40464;40464
40538;40538
40557;40557
40594;40594
40806;40806
40874;40874
40946;40946
40969;40969
41120;41120
41373;41373
41444;41444
41562;41562
41576;41576
41577;41577
41619;41619
41945;41945
41996;41996
42118;42118
42164;42164
42206;42206
42233;42233
42274;42274
42356;42356
42424;42424
42725;42725
42819;42819
42890;42890
42994;42994
43056;43056
43108;43108
43114;43114
43173;43173
43210;43210
43287;43287
43389;43389
43499;43499
43513;43513
43537;43537
43546;43546
43610;43610
43672;43672
43715;43715
43944;43944
43953;43953
44047;44047
44081;44081
44174;44174
44208;44208
44209;44209
44212;44212
44298;44298
44305;44305
44444;44444
44513;44513
44644;44644
44708;44708
44742;44742
44904;44904
44919;44919
44967;44967
44977;44977
45047;45047
45094;45094
45165;45165
45290;45290
45300;45300
45309;45309
45591;45591
45641;45641
45679;45679
45715;45715
45742;45742
45871;45871
45904;45904
46000;46000
46001;46001
46003;46003
46004;46004
46010;46010
46027;46027
46055;46055
46083;46083
46142;46142
46301;46301
46353;46353
46411;46411
46468;46468
46513;46513
46516;46516
46531;46531
46666;46666
46677;46677
46684;46684
46981;46981
47040;47040
47046;47046
47247;47247
47270;47270
47331;47331
47384;47384
47567;47567
47789;47789
47791;47791
47792;47792
47946;47946
48010;48010
48012;48012
48042;48042
48064;48064
48179;48179
48188;48188
48348;48348
48375;48375
48460;48460
48581;48581
48598;48598
48857;48857
49037;49037
49082;49082
49235;49235
49711;49711
49716;49716
49869;49869
49892;49892
49993;49993
50113;50113
50135;50135
50246;50246
50281;50281
50455;50455
50501;50501
50535;50535
50536;50536
50565;50565
50595;50595
50659;50659
50820;50820
50919;50919
50971;50971
51028;51028
51030;51030
51123;51123
51135;51135
51149;51149
51265;51265
51380;51380
51505;51505
51518;51518
51520;51520
51522;51522
51547;51547
51583;51583
51642;51642
51701;51701
51759;51759
51866;51866
52008;52008
52077;52077
52470;52470
52616;52616
52639;52639
52690;52690
52705;52705
52742;52742
52845;52845
53001;53001
53033;53033
53055;53055
53086;53086
53148;53148
53245;53245
53278;53278
53414;53414
53594;53594
53696;53696
53927;53927
54182;54182
54326;54326
54634;54634
54635;54635
54644;54644
54799;54799
54919;54919
55015;55015
55102;55102
55121;55121
55134;55134
55295;55295
55338;55338
55435;55435
55466;55466
55546;55546
55697;55697
55812;55812
55817;55817
55857;55857
55958;55958
56026;56026
56429;56429
56446;56446
56868;56868
56899;56899
57061;57061
57146;57146
57169;57169
57188;57188
57307;57307
57337;57337
57393;57393
57574;57574
57618;57618
57727;57727
57839;57839
57882;57882
58183;58183
58261;58261
58291;58291
58312;58312
58511;58511
58617;58617
58704;58704
58717;58717
58782;58782
59073;59073
59115;59115
59210;59210
59245;59245
59309;59309
59323;59323
59607;59607
59637;59637
59766;59766
59819;59819
59827;59827
59911;59911
59991;59991
60000;60000
60106;60106
60230;60230
60306;60306
60318;60318
60353;60353
60479;60479
60511;60511
60653;60653
60725;60725
60927;60927
60992;60992
61156;61156
61222;61222
61266;61266
61324;61324
61343;61343
61685;61685
62078;62078
62121;62121
62127;62127
62200;62200
62208;62208
62243;62243
62457;62457
62591;62591
62674;62674
62716;62716
62829;62829
62862;62862
62869;62869
62980;62980
63082;63082
63113;63113
63150;63150
63222;63222
63258;63258
63305;63305
63306;63306
63326;63326
63333;63333
63421;63421
63600;63600
63636;63636
63707;63707
63869;63869
63873;63873
64175;64175
64192;64192
64230;64230
64259;64259
64296;64296
64364;64364
64506;64506
64547;64547
64702;64702
65075;65075
65076;65076
65082;65082
65083;65083
65084;65084
65086;65086
65111;65111
65292;65292
65461;65461
65531;65531
65716;65716
65864;65864
65911;65911
65947;65947
65978;65978
66065;66065
66078;66078
66099;66099
66265;66265
66354;66354
66396;66396
66492;66492
66513;66513
66546;66546
66571;66571
66583;66583
66616;66616
66644;66644
66656;66656
66666;66666
66853;66853
67001;67001
67018;67018
67127;67127
67143;67143
67173;67173
67256;67256
67313;67313
67379;67379
67545;67545
67570;67570
67735;67735
67849;67849
67862;67862
67907;67907
68214;68214
68262;68262
68263;68263
68349;68349
68368;68368
68399;68399
68798;68798
68800;68800
68810;68810
68901;68901
68928;68928
69159;69159
69186;69186
69285;69285
69614;69614
69696;69696
69767;69767
69768;69768
69874;69874
69912;69912
70191;70191
70248;70248
70338;70338
70600;70600
70737;70737
70750;70750
70760;70760
70761;70761
70777;70777
70798;70798
71052;71052
71083;71083
71095;71095
71117;71117
71144;71144
71160;71160
71247;71247
71283;71283
71305;71305
71372;71372
71776;71776
71806;71806
71827;71827
71972;71972
71981;71981
72001;72001
72170;72170
72207;72207
72268;72268
72288;72288
72321;72321
72340;72340
72350;72350
72400;72400
72401;72401
72405;72405
72422;72422
72427;72427
72526;72526
72753;72753
72996;72996
73097;73097
73102;73102
73443;73443
73458;73458
73465;73465
73488;73488
73531;73531
73583;73583
73602;73602
73732;73732
73737;73737
73857;73857
73934;73934
73993;73993
74001;74001
74096;74096
74154;74154
74158;74158
74161;74161
74253;74253
74306;74306
74315;74315
74565;74565
74625;74625
74652;74652
74839;74839
74870;74870
74879;74879
75056;75056
75209;75209
75373;75373
75666;75666
75749;75749
75791;75791
75925;75925
75928;75928
76138;76138
76217;76217
76235;76235
76257;76257
76263;76263
76386;76386
76421;76421
76760;76760
76787;76787
76805;76805
76863;76863
76929;76929
77204;77204
77299;77299
77353;77353
77412;77412
77445;77445
77462;77462
77569;77569
77658;77658
77661;77661
77723;77723
77777;77777
77805;77805
77832;77832
78099;78099
78258;78258
78296;78296
78339;78339
78427;78427
78497;78497
78911;78911
78984;78984
79009;79009
79271;79271
79383;79383
79520;79520
79602;79602
79655;79655
79742;79742
79776;79776
79817;79817
79890;79890
80015;80015
80036;80036
80207;80207
80280;80280
80364;80364
80492;80492
80562;80562
80751;80751
80787;80787
80822;80822
80903;80903
80956;80956
80986;80986
81181;81181
81215;81215
81416;81416
81520;81520
81632;81632
81640;81640
81742;81742
81824;81824
82021;82021
82040;82040
82068;82068
82154;82154
82469;82469
82567;82567
82705;82705
82741;82741
82902;82902
82964;82964
83076;83076
83111;83111
83132;83132
83196;83196
83231;83231
83242;83242
83261;83261
83265;83265
83397;83397
83600;83600
83603;83603
83605;83605
83624;83624
83665;83665
83757;83757
83978;83978
84057;84057
84105;84105
84133;84133
84161;84161
84177;84177
84231;84231
84239;84239
84338;84338
84398;84398
84554;84554
84823;84823
84891;84891
84905;84905
84906;84906
84943;84943
85304;85304
85527;85527
85557;85557
85560;85560
85725;85725
85857;85857
85967;85967
86374;86374
86381;86381
86398;86398
86886;86886
86930;86930
87215;87215
87318;87318
87400;87400
87403;87403
87573;87573
87648;87648
87656;87656
87658;87658
87708;87708
87846;87846
87939;87939
87999;87999
88084;88084
88194;88194
88338;88338
88395;88395
